user_id,item_id,rating
7,176,1
7,177,1
7,178,1
7,179,1
7,180,1
7,181,1
7,182,1
7,183,1
7,184,1
7,185,1
7,186,1
7,187,1
7,156,1
7,188,1
7,151,1
7,189,1
7,190,1
7,191,1
7,192,1
7,193,1
7,194,1
8,197,1
8,198,1
8,199,1
8,200,1
8,169,1
8,201,1
9,204,1
9,113,1
9,205,1
9,206,1
9,207,1
9,208,1
10,210,1
10,211,1
10,212,1
10,213,1
10,214,1
10,215,1
10,216,1
10,217,1
10,218,1
10,196,1
10,219,1
10,220,1
10,221,1
10,222,1
10,223,1
11,225,1
11,226,1
11,227,1
11,228,1
11,229,1
11,230,1
11,231,1
12,183,1
12,234,1
12,235,1
12,236,1
12,237,1
12,238,1
12,239,1
12,33,1
13,168,1
13,242,1
13,243,1
13,244,1
13,34,1
13,67,1
13,115,1
13,245,1
13,246,1
14,183,1
14,249,1
14,218,1
14,250,1
14,251,1
14,252,1
15,255,1
15,256,1
15,196,1
15,257,1
15,258,1
15,259,1
15,260,1
15,42,1
16,263,1
16,264,1
16,265,1
16,266,1
16,267,1
16,268,1
16,269,1
16,270,1
16,271,1
16,272,1
16,273,1
16,274,1
16,275,1
16,276,1
16,277,1
16,278,1
17,281,1
17,282,1
17,283,1
17,284,1
17,23,1
17,285,1
17,286,1
17,287,1
18,288,1
18,158,1
18,289,1
18,290,1
18,291,1
18,292,1
18,132,1
18,293,1
18,294,1
19,296,1
19,297,1
19,298,1
19,299,1
19,300,1
19,301,1
19,302,1
19,303,1
20,132,1
20,305,1
20,203,1
20,306,1
20,307,1
20,308,1
20,309,1
20,310,1
20,311,1
20,312,1
20,313,1
21,316,1
21,317,1
21,318,1
21,319,1
21,7,1
21,320,1
21,321,1
21,322,1
21,323,1
21,324,1
21,325,1
21,326,1
22,329,1
22,330,1
22,331,1
22,332,1
22,333,1
22,324,1
22,334,1
22,335,1
22,336,1
22,337,1
22,338,1
23,341,1
23,342,1
23,343,1
23,344,1
23,331,1
23,345,1
23,346,1
23,347,1
23,348,1
23,349,1
23,250,1
24,352,1
24,353,1
24,354,1
24,355,1
24,356,1
24,20,1
24,357,1
25,143,1
25,359,1
25,138,1
25,360,1
25,40,1
25,361,1
26,364,1
26,365,1
26,274,1
26,366,1
26,367,1
26,368,1
26,369,1
27,238,1
27,247,1
27,372,1
27,373,1
27,374,1
27,156,1
27,375,1
27,376,1
27,377,1
27,378,1
27,379,1
27,380,1
27,381,1
27,74,1
28,169,1
28,384,1
28,385,1
28,136,1
28,78,1
28,386,1
28,387,1
29,390,1
29,391,1
29,392,1
29,393,1
29,394,1
29,395,1
29,396,1
29,397,1
29,348,1
29,398,1
29,399,1
30,120,1
30,402,1
30,132,1
30,403,1
30,404,1
30,405,1
30,172,1
31,408,1
31,409,1
31,410,1
31,411,1
31,412,1
31,413,1
31,297,1
31,414,1
31,415,1
31,416,1
31,417,1
31,418,1
31,419,1
31,420,1
31,421,1
31,210,1
31,422,1
32,425,1
32,426,1
32,427,1
32,231,1
32,122,1
32,258,1
32,428,1
32,237,1
32,429,1
32,379,1
32,430,1
32,431,1
32,255,1
32,432,1
32,149,1
32,269,1
32,433,1
32,434,1
32,435,1
32,436,1
32,437,1
32,438,1
32,439,1
32,397,1
32,440,1
32,441,1
32,442,1
32,352,1
32,443,1
32,444,1
32,445,1
32,446,1
32,447,1
32,448,1
32,449,1
32,450,1
32,451,1
32,452,1
32,453,1
32,454,1
32,455,1
32,191,1
32,456,1
32,457,1
32,458,1
32,459,1
32,460,1
32,461,1
32,462,1
32,463,1
32,464,1
32,465,1
32,39,1
32,466,1
32,332,1
32,467,1
32,468,1
32,469,1
32,470,1
32,471,1
32,472,1
32,473,1
32,314,1
32,474,1
32,45,1
32,260,1
32,475,1
32,476,1
32,477,1
32,478,1
32,479,1
32,480,1
32,481,1
32,96,1
32,482,1
32,244,1
32,483,1
32,46,1
33,485,1
33,486,1
33,487,1
33,488,1
33,489,1
33,490,1
33,491,1
34,337,1
34,494,1
34,440,1
34,35,1
34,312,1
34,495,1
35,498,1
35,499,1
35,500,1
35,120,1
35,54,1
35,501,1
36,504,1
36,505,1
36,506,1
36,491,1
36,507,1
36,187,1
36,508,1
36,509,1
36,10,1
36,510,1
36,511,1
36,512,1
36,22,1
36,513,1
36,287,1
36,514,1
36,144,1
36,515,1
36,176,1
36,186,1
36,516,1
36,517,1
36,518,1
36,519,1
36,520,1
36,196,1
36,521,1
36,522,1
36,523,1
36,524,1
36,525,1
36,526,1
36,487,1
36,527,1
36,528,1
36,529,1
36,530,1
36,531,1
36,532,1
36,3,1
36,533,1
36,534,1
36,353,1
36,535,1
36,536,1
36,537,1
36,14,1
36,538,1
36,378,1
36,539,1
36,405,1
36,200,1
36,406,1
36,169,1
36,540,1
36,541,1
36,542,1
36,543,1
36,544,1
37,547,1
37,548,1
37,207,1
37,549,1
37,550,1
37,551,1
38,254,1
38,554,1
38,555,1
38,556,1
38,557,1
38,124,1
38,117,1
38,558,1
38,559,1
39,562,1
39,563,1
39,564,1
39,565,1
39,168,1
39,566,1
39,567,1
39,568,1
39,569,1
39,508,1
39,20,1
39,570,1
39,571,1
40,573,1
40,574,1
40,575,1
40,576,1
40,577,1
40,578,1
41,581,1
41,582,1
41,583,1
41,584,1
41,585,1
41,586,1
41,587,1
41,588,1
42,591,1
42,592,1
42,593,1
42,594,1
42,595,1
42,574,1
42,596,1
42,597,1
43,600,1
43,417,1
43,575,1
43,601,1
43,602,1
43,456,1
43,603,1
43,604,1
43,605,1
43,606,1
43,607,1
43,334,1
43,608,1
43,609,1
43,610,1
44,394,1
44,613,1
44,137,1
44,551,1
44,141,1
44,231,1
44,19,1
45,506,1
45,616,1
45,617,1
45,618,1
45,619,1
45,620,1
45,621,1
45,622,1
46,625,1
46,405,1
46,626,1
46,491,1
46,627,1
46,628,1
46,629,1
46,155,1
46,145,1
46,63,1
46,630,1
47,145,1
47,472,1
47,514,1
47,633,1
47,634,1
47,635,1
47,636,1
47,305,1
47,51,1
47,250,1
48,638,1
48,639,1
48,228,1
48,640,1
48,104,1
48,641,1
49,644,1
49,645,1
49,646,1
49,647,1
49,34,1
49,648,1
49,379,1
49,649,1
49,650,1
49,651,1
49,652,1
49,653,1
50,656,1
50,657,1
50,17,1
50,570,1
50,658,1
50,659,1
50,660,1
50,661,1
50,662,1
50,663,1
51,665,1
51,629,1
51,666,1
51,667,1
51,67,1
51,668,1
51,669,1
51,670,1
51,671,1
51,205,1
51,387,1
51,672,1
51,555,1
51,554,1
51,673,1
51,674,1
51,675,1
51,473,1
51,676,1
51,677,1
51,437,1
51,678,1
51,440,1
51,679,1
51,680,1
51,681,1
51,682,1
51,167,1
51,683,1
51,684,1
51,78,1
51,685,1
51,472,1
51,686,1
51,270,1
51,187,1
51,687,1
51,688,1
51,161,1
51,88,1
51,689,1
51,35,1
51,690,1
52,288,1
52,693,1
52,694,1
52,695,1
52,650,1
52,696,1
52,570,1
52,146,1
53,697,1
53,698,1
53,203,1
53,699,1
53,240,1
53,700,1
53,701,1
53,636,1
53,165,1
53,702,1
53,703,1
53,704,1
53,705,1
53,706,1
53,707,1
53,708,1
53,709,1
53,535,1
53,444,1
54,711,1
54,712,1
54,713,1
54,126,1
54,714,1
54,715,1
55,717,1
55,718,1
55,719,1
55,720,1
55,721,1
55,97,1
55,722,1
55,723,1
55,724,1
55,579,1
55,725,1
55,726,1
55,581,1
55,589,1
55,425,1
55,727,1
55,728,1
56,731,1
56,732,1
56,733,1
56,734,1
56,74,1
56,735,1
56,736,1
56,737,1
56,738,1
56,547,1
56,739,1
56,360,1
56,740,1
56,741,1
56,19,1
56,549,1
56,550,1
56,742,1
56,743,1
56,61,1
56,744,1
56,745,1
57,63,1
57,746,1
57,747,1
57,74,1
57,383,1
57,342,1
58,748,1
58,749,1
58,252,1
58,44,1
58,750,1
58,751,1
58,752,1
58,261,1
58,339,1
58,331,1
58,523,1
58,146,1
58,17,1
58,753,1
58,558,1
58,754,1
59,757,1
59,260,1
59,758,1
59,602,1
59,132,1
59,759,1
59,760,1
59,761,1
59,419,1
59,762,1
59,612,1
59,763,1
59,764,1
59,213,1
59,765,1
59,371,1
59,766,1
60,502,1
60,769,1
60,770,1
60,771,1
60,772,1
60,773,1
60,63,1
60,774,1
60,775,1
60,776,1
60,777,1
60,136,1
60,440,1
60,778,1
60,779,1
60,780,1
61,453,1
61,782,1
61,783,1
61,784,1
61,785,1
61,786,1
61,787,1
61,757,1
61,401,1
62,227,1
62,422,1
62,790,1
62,791,1
62,792,1
62,727,1
62,793,1
62,794,1
62,795,1
62,796,1
62,797,1
62,410,1
62,798,1
63,194,1
63,38,1
63,800,1
63,634,1
63,801,1
63,802,1
63,111,1
63,41,1
63,803,1
63,804,1
64,807,1
64,808,1
64,809,1
64,641,1
64,244,1
64,790,1
64,810,1
64,811,1
64,371,1
65,312,1
65,813,1
65,814,1
65,558,1
65,815,1
65,256,1
66,817,1
66,818,1
66,617,1
66,819,1
66,820,1
66,711,1
67,203,1
67,510,1
67,821,1
67,822,1
67,625,1
67,240,1
68,478,1
68,749,1
68,572,1
68,824,1
68,70,1
68,825,1
68,475,1
68,647,1
69,828,1
69,829,1
69,222,1
69,830,1
69,831,1
69,832,1
69,833,1
69,416,1
69,419,1
69,834,1
69,725,1
69,835,1
70,93,1
70,836,1
70,837,1
70,838,1
70,839,1
70,16,1
70,840,1
71,143,1
71,842,1
71,388,1
71,741,1
71,843,1
71,121,1
71,844,1
71,178,1
71,845,1
72,847,1
72,848,1
72,849,1
72,850,1
72,851,1
72,730,1
72,852,1
72,148,1
72,853,1
72,854,1
72,729,1
72,212,1
72,268,1
72,855,1
72,856,1
72,857,1
72,858,1
72,859,1
72,860,1
72,861,1
73,864,1
73,865,1
73,425,1
73,866,1
73,867,1
73,728,1
73,868,1
73,869,1
73,870,1
73,871,1
73,872,1
73,873,1
73,735,1
73,874,1
74,877,1
74,878,1
74,879,1
74,34,1
74,880,1
74,132,1
74,881,1
74,145,1
74,54,1
75,882,1
75,573,1
75,883,1
75,721,1
75,607,1
75,263,1
75,717,1
75,758,1
76,563,1
76,651,1
76,471,1
76,886,1
76,472,1
76,887,1
76,527,1
76,524,1
76,144,1
76,888,1
76,889,1
76,256,1
76,890,1
76,177,1
76,891,1
76,892,1
76,41,1
76,406,1
77,54,1
77,895,1
77,566,1
77,896,1
77,897,1
77,48,1
77,898,1
77,471,1
78,899,1
78,900,1
78,754,1
78,901,1
78,650,1
78,645,1
78,902,1
79,416,1
79,905,1
79,906,1
79,907,1
79,908,1
79,909,1
79,910,1
79,458,1
79,729,1
79,911,1
79,912,1
79,913,1
80,916,1
80,271,1
80,917,1
80,918,1
80,919,1
80,104,1
80,462,1
80,920,1
81,923,1
81,924,1
81,925,1
81,926,1
81,927,1
81,884,1
81,928,1
81,213,1
81,929,1
82,931,1
82,932,1
82,933,1
82,741,1
82,934,1
82,935,1
82,936,1
82,937,1
82,938,1
82,939,1
82,940,1
82,941,1
82,942,1
82,943,1
83,196,1
83,944,1
83,293,1
83,438,1
83,292,1
83,200,1
83,945,1
83,946,1
83,198,1
83,29,1
83,947,1
83,479,1
83,948,1
83,949,1
83,487,1
83,950,1
83,951,1
83,316,1
83,952,1
83,953,1
83,2,1
83,651,1
84,955,1
84,34,1
84,779,1
84,147,1
84,956,1
84,200,1
84,666,1
84,954,1
84,957,1
84,56,1
84,958,1
84,959,1
84,960,1
85,962,1
85,963,1
85,964,1
85,965,1
85,966,1
85,967,1
85,968,1
86,970,1
86,457,1
86,971,1
86,758,1
86,972,1
86,973,1
86,763,1
86,974,1
86,975,1
86,586,1
86,97,1
87,300,1
87,410,1
87,978,1
87,213,1
87,920,1
87,648,1
87,727,1
87,979,1
87,761,1
87,765,1
87,980,1
87,25,1
87,981,1
88,982,1
88,983,1
88,196,1
88,984,1
88,136,1
88,324,1
88,985,1
88,569,1
88,256,1
88,567,1
89,116,1
89,706,1
89,563,1
89,987,1
89,772,1
89,748,1
89,693,1
89,988,1
89,385,1
89,989,1
89,50,1
89,163,1
89,648,1
89,235,1
89,990,1
90,960,1
90,993,1
90,994,1
90,293,1
90,995,1
90,16,1
90,116,1
90,192,1
90,996,1
90,132,1
90,327,1
90,997,1
90,950,1
90,526,1
91,998,1
91,999,1
91,690,1
91,984,1
91,320,1
91,1000,1
91,487,1
91,1001,1
91,654,1
92,794,1
92,1003,1
92,400,1
92,1004,1
92,461,1
92,1005,1
92,1006,1
92,1007,1
93,662,1
93,73,1
93,1010,1
93,57,1
93,517,1
93,685,1
93,801,1
93,1011,1
93,674,1
93,1012,1
93,1013,1
93,938,1
93,538,1
94,125,1
94,898,1
94,1015,1
94,1016,1
94,1017,1
94,1018,1
94,665,1
94,1019,1
95,1020,1
95,1021,1
95,1002,1
95,1022,1
95,533,1
95,416,1
95,1023,1
95,286,1
96,1024,1
96,166,1
96,54,1
96,571,1
96,485,1
96,1025,1
97,1027,1
97,444,1
97,679,1
97,1028,1
97,1029,1
97,115,1
97,1030,1
97,1031,1
97,1032,1
97,888,1
97,1033,1
97,566,1
97,519,1
98,501,1
98,714,1
98,879,1
98,1034,1
98,648,1
98,1035,1
98,1036,1
98,517,1
98,136,1
98,1037,1
98,25,1
98,1038,1
98,78,1
98,199,1
98,63,1
98,949,1
99,742,1
99,1041,1
99,1042,1
99,403,1
99,1043,1
99,1044,1
99,891,1
99,236,1
99,1045,1
99,286,1
99,1046,1
99,353,1
99,147,1
99,426,1
99,1047,1
99,750,1
99,1048,1
99,1049,1
99,78,1
99,1050,1
99,1051,1
99,239,1
99,1052,1
99,1053,1
99,1010,1
99,1054,1
99,523,1
99,755,1
99,329,1
99,946,1
99,1055,1
99,381,1
99,1056,1
99,745,1
99,694,1
99,1057,1
99,959,1
99,545,1
99,1058,1
99,1059,1
99,156,1
99,503,1
99,1060,1
99,800,1
99,376,1
99,1061,1
100,114,1
100,1062,1
100,1063,1
100,1064,1
100,342,1
100,1065,1
100,1066,1
100,1067,1
101,1064,1
101,1068,1
101,1069,1
101,1056,1
101,1028,1
101,679,1
101,441,1
101,578,1
101,1070,1
101,241,1
101,9,1
101,27,1
101,1071,1
102,862,1
102,343,1
102,1074,1
102,335,1
102,586,1
102,1075,1
102,476,1
103,757,1
103,1076,1
103,335,1
103,1077,1
103,1078,1
103,274,1
103,226,1
103,1079,1
103,1080,1
103,1081,1
104,1082,1
104,1083,1
104,1084,1
104,1085,1
104,1086,1
104,1087,1
104,671,1
104,1088,1
104,1089,1
104,890,1
104,628,1
105,822,1
105,1091,1
105,1085,1
105,1092,1
105,138,1
105,472,1
105,1093,1
105,1094,1
105,1095,1
105,1023,1
105,1096,1
105,189,1
105,1097,1
105,501,1
105,1043,1
105,1098,1
105,770,1
105,1099,1
105,1100,1
105,890,1
105,1101,1
105,206,1
105,986,1
105,1102,1
105,1001,1
105,818,1
105,352,1
105,305,1
105,124,1
105,1103,1
105,893,1
105,1104,1
105,537,1
105,674,1
105,947,1
105,35,1
105,1105,1
105,83,1
105,690,1
105,1106,1
105,1107,1
105,496,1
105,77,1
105,1108,1
105,1109,1
105,1110,1
105,1111,1
105,250,1
105,1112,1
105,1113,1
105,630,1
106,315,1
106,530,1
106,1114,1
106,1115,1
106,806,1
106,992,1
107,1117,1
107,334,1
107,1118,1
107,1119,1
107,1120,1
107,1121,1
107,1122,1
108,1125,1
108,488,1
108,1126,1
108,148,1
108,255,1
108,1127,1
108,1128,1
109,456,1
109,297,1
109,1130,1
109,858,1
109,1131,1
109,787,1
109,1132,1
109,489,1
109,577,1
109,792,1
109,720,1
110,1076,1
110,603,1
110,867,1
110,1134,1
110,1135,1
110,1136,1
110,1137,1
110,446,1
110,726,1
110,1138,1
110,763,1
110,1139,1
110,1140,1
111,107,1
111,490,1
111,1142,1
111,780,1
111,429,1
111,986,1
112,1143,1
112,303,1
112,226,1
112,759,1
112,1144,1
112,574,1
113,592,1
113,1146,1
113,589,1
113,394,1
113,641,1
113,1147,1
113,1148,1
113,1149,1
113,1150,1
113,1151,1
113,1152,1
113,1153,1
114,574,1
114,1155,1
114,273,1
114,484,1
114,1156,1
114,626,1
114,828,1
114,1015,1
114,1157,1
114,230,1
115,1160,1
115,1161,1
115,1162,1
115,408,1
115,1163,1
115,984,1
115,424,1
115,105,1
115,1164,1
115,1165,1
115,1166,1
115,1167,1
115,1168,1
115,1169,1
115,205,1
116,489,1
116,1170,1
116,575,1
116,1171,1
116,1134,1
116,768,1
116,1172,1
116,1173,1
116,850,1
117,1176,1
117,1177,1
117,693,1
117,1001,1
117,116,1
117,659,1
117,77,1
118,767,1
118,1178,1
118,1179,1
118,1180,1
118,599,1
118,585,1
119,1183,1
119,150,1
119,947,1
119,886,1
119,179,1
119,1184,1
119,145,1
119,1012,1
120,1185,1
120,1186,1
120,965,1
120,1187,1
120,852,1
120,371,1
121,733,1
121,755,1
121,840,1
121,1189,1
121,1190,1
121,1191,1
121,244,1
121,1192,1
121,961,1
121,40,1
121,1193,1
121,946,1
121,1194,1
121,931,1
121,32,1
121,1195,1
121,1041,1
121,878,1
121,136,1
122,1196,1
122,1197,1
122,467,1
122,1198,1
122,256,1
122,41,1
122,553,1
123,1199,1
123,506,1
123,645,1
123,743,1
123,1200,1
123,1201,1
123,384,1
123,818,1
123,704,1
123,741,1
123,362,1
123,751,1
123,623,1
123,1202,1
123,388,1
123,992,1
123,1203,1
123,351,1
123,1204,1
123,86,1
123,943,1
123,1205,1
123,1206,1
123,124,1
123,881,1
123,1207,1
123,1208,1
123,982,1
123,627,1
123,568,1
123,511,1
123,1209,1
123,558,1
123,1108,1
123,1210,1
123,1211,1
123,890,1
123,1212,1
123,696,1
123,1213,1
123,164,1
123,625,1
123,1214,1
123,115,1
124,983,1
124,68,1
124,982,1
124,256,1
124,1088,1
124,1215,1
124,673,1
124,1216,1
124,73,1
124,1217,1
124,1218,1
125,729,1
125,1221,1
125,1222,1
125,461,1
125,98,1
125,1223,1
125,412,1
125,231,1
125,1224,1
125,1225,1
125,1146,1
125,831,1
126,1227,1
126,1228,1
126,1229,1
126,272,1
126,419,1
126,1230,1
126,196,1
126,1231,1
127,342,1
127,1232,1
127,515,1
127,1233,1
127,117,1
127,554,1
127,1234,1
127,1186,1
127,1235,1
128,964,1
128,585,1
128,866,1
128,1078,1
128,609,1
128,863,1
128,1127,1
128,790,1
128,1238,1
128,461,1
128,1239,1
128,1240,1
128,465,1
128,1186,1
129,511,1
129,1241,1
129,288,1
129,171,1
129,1242,1
129,1243,1
129,567,1
129,162,1
129,569,1
129,558,1
130,759,1
130,640,1
130,1244,1
130,918,1
130,222,1
130,1245,1
130,576,1
130,1246,1
130,268,1
130,1247,1
130,1248,1
130,1074,1
130,574,1
131,267,1
131,1250,1
131,540,1
131,1251,1
131,359,1
131,572,1
131,1252,1
131,48,1
131,1253,1
131,831,1
131,570,1
131,1076,1
132,1254,1
132,1221,1
132,1255,1
132,417,1
132,1256,1
132,730,1
132,1257,1
132,1258,1
132,1259,1
132,222,1
132,1260,1
132,1249,1
132,1261,1
132,1262,1
132,1263,1
133,326,1
133,93,1
133,1265,1
133,1266,1
133,235,1
133,1066,1
133,256,1
134,471,1
134,1268,1
134,1269,1
134,1270,1
134,60,1
134,683,1
134,1271,1
134,1272,1
135,579,1
135,1144,1
135,1273,1
135,1274,1
135,1122,1
135,1172,1
135,1275,1
135,1276,1
135,1277,1
135,211,1
135,1278,1
136,558,1
136,1279,1
136,1087,1
136,543,1
136,621,1
136,1280,1
136,520,1
136,533,1
136,937,1
136,1281,1
136,204,1
136,1282,1
136,1283,1
136,1284,1
136,170,1
136,1177,1
137,93,1
137,1023,1
137,651,1
137,1286,1
137,158,1
137,74,1
137,1063,1
137,716,1
137,1250,1
137,1287,1
137,879,1
137,1288,1
137,1028,1
137,255,1
137,488,1
137,670,1
137,135,1
137,614,1
137,1289,1
138,1290,1
138,1291,1
138,485,1
138,521,1
138,693,1
138,1125,1
138,474,1
138,129,1
139,801,1
139,245,1
139,1292,1
139,1198,1
139,1293,1
139,814,1
139,1294,1
139,696,1
139,547,1
139,1295,1
139,25,1
140,1245,1
140,762,1
140,420,1
140,1227,1
140,1297,1
140,1298,1
140,799,1
140,1299,1
140,213,1
140,302,1
140,861,1
140,1300,1
140,417,1
140,1301,1
140,1302,1
140,576,1
140,418,1
140,828,1
140,906,1
141,1065,1
141,1303,1
141,250,1
141,648,1
141,1304,1
141,554,1
141,327,1
141,207,1
141,500,1
141,666,1
141,886,1
141,1305,1
141,934,1
141,692,1
141,685,1
141,843,1
141,353,1
141,1108,1
142,1293,1
142,1029,1
142,1204,1
142,1056,1
142,1307,1
142,510,1
143,172,1
143,1026,1
143,1308,1
143,553,1
143,1309,1
143,54,1
144,321,1
144,323,1
144,947,1
144,113,1
144,1311,1
144,134,1
145,1313,1
145,1129,1
145,1314,1
145,455,1
145,34,1
145,515,1
145,1315,1
145,1316,1
145,778,1
146,993,1
146,252,1
146,1317,1
146,1318,1
146,339,1
146,947,1
146,1319,1
146,527,1
147,1321,1
147,1203,1
147,660,1
147,359,1
147,1322,1
147,1101,1
147,327,1
147,1323,1
147,442,1
147,1324,1
147,554,1
147,321,1
148,1327,1
148,1276,1
148,863,1
148,1328,1
148,788,1
148,489,1
148,1329,1
148,1023,1
148,1129,1
148,1330,1
148,963,1
148,1158,1
148,1331,1
148,729,1
148,214,1
148,908,1
148,408,1
148,1251,1
148,1332,1
148,591,1
148,858,1
148,1333,1
148,427,1
148,1334,1
148,1335,1
148,413,1
148,1247,1
149,1336,1
149,766,1
149,1337,1
149,334,1
149,592,1
149,1338,1
150,1233,1
150,821,1
150,1341,1
150,1342,1
150,1054,1
150,843,1
151,1344,1
151,1345,1
151,1346,1
151,62,1
151,55,1
151,1347,1
151,1348,1
151,1349,1
151,1350,1
151,132,1
151,29,1
151,1351,1
151,938,1
151,1352,1
151,1353,1
151,1253,1
151,900,1
151,1354,1
151,1355,1
151,180,1
151,318,1
151,1356,1
151,672,1
151,444,1
151,351,1
151,668,1
151,40,1
151,749,1
151,1051,1
151,310,1
152,558,1
152,336,1
152,983,1
152,1357,1
152,485,1
152,1344,1
152,112,1
152,196,1
152,982,1
152,488,1
152,1358,1
152,1359,1
152,527,1
152,986,1
152,1101,1
152,780,1
152,513,1
152,563,1
152,1360,1
152,1361,1
152,1057,1
153,1250,1
153,1363,1
153,1349,1
153,291,1
153,10,1
153,533,1
153,240,1
153,988,1
153,572,1
153,41,1
153,1043,1
153,1364,1
154,1231,1
154,1365,1
154,394,1
154,1366,1
154,1367,1
154,1368,1
155,1369,1
155,1370,1
155,219,1
155,1371,1
155,35,1
155,303,1
155,1372,1
155,223,1
156,1082,1
156,1046,1
156,1375,1
156,41,1
156,36,1
156,820,1
156,1376,1
156,544,1
156,347,1
157,152,1
157,1378,1
157,1379,1
157,116,1
157,1380,1
157,83,1
157,1242,1
157,674,1
158,1382,1
158,1383,1
158,1384,1
158,185,1
158,1030,1
158,693,1
159,392,1
159,912,1
159,437,1
159,1374,1
159,448,1
159,970,1
159,1158,1
159,816,1
159,419,1
159,1386,1
159,416,1
159,428,1
159,436,1
159,1387,1
160,1389,1
160,847,1
160,263,1
160,1165,1
160,965,1
160,1390,1
160,1128,1
160,1391,1
160,1392,1
161,982,1
161,513,1
161,891,1
161,79,1
161,483,1
161,1364,1
161,700,1
161,695,1
161,1394,1
161,125,1
161,1395,1
161,549,1
161,736,1
161,1396,1
161,492,1
161,1397,1
161,1398,1
161,804,1
161,498,1
161,404,1
161,1399,1
162,1294,1
162,1400,1
162,472,1
162,442,1
162,1282,1
162,1096,1
162,1401,1
162,1402,1
162,351,1
162,1403,1
162,95,1
162,1193,1
162,1404,1
162,342,1
162,1405,1
162,567,1
162,1406,1
162,282,1
163,1407,1
163,88,1
163,1101,1
163,151,1
163,1072,1
163,152,1
164,1408,1
164,308,1
164,954,1
164,488,1
164,1409,1
164,1410,1
164,1411,1
164,1352,1
164,1412,1
165,1261,1
165,883,1
165,1414,1
165,597,1
165,1185,1
165,860,1
165,1145,1
165,1415,1
165,768,1
165,1134,1
165,1416,1
166,124,1
166,310,1
166,1002,1
166,1106,1
166,1037,1
166,1418,1
166,561,1
166,1419,1
166,1420,1
166,143,1
166,87,1
166,1421,1
166,33,1
166,428,1
166,195,1
166,240,1
166,636,1
166,839,1
166,756,1
166,347,1
166,554,1
166,1422,1
166,485,1
166,449,1
166,1061,1
166,136,1
167,651,1
167,623,1
167,27,1
167,709,1
167,942,1
167,143,1
167,256,1
167,1423,1
167,317,1
167,316,1
167,539,1
167,288,1
167,716,1
167,237,1
167,824,1
167,625,1
167,559,1
167,115,1
168,769,1
168,1208,1
168,1425,1
168,44,1
168,187,1
168,125,1
168,1426,1
168,1427,1
169,1429,1
169,1430,1
169,658,1
169,1431,1
169,1432,1
169,651,1
169,288,1
169,1433,1
170,173,1
170,893,1
170,1434,1
170,1377,1
170,1435,1
170,716,1
170,470,1
170,749,1
170,1193,1
170,1436,1
170,1184,1
170,136,1
170,1114,1
171,130,1
171,1437,1
171,1438,1
171,246,1
171,556,1
171,10,1
171,34,1
171,488,1
171,472,1
171,5,1
172,170,1
172,634,1
172,1440,1
172,19,1
172,1441,1
172,1427,1
172,530,1
172,1442,1
172,136,1
173,571,1
173,1207,1
173,1369,1
173,1349,1
173,1444,1
173,93,1
173,1445,1
174,1446,1
174,239,1
174,887,1
174,176,1
174,123,1
174,1447,1
174,1448,1
174,558,1
174,651,1
174,1449,1
174,1450,1
174,2,1
174,1451,1
175,198,1
175,693,1
175,35,1
175,93,1
175,1452,1
175,1453,1
175,59,1
176,475,1
176,696,1
176,1454,1
176,196,1
176,291,1
176,171,1
176,1455,1
177,835,1
